昵称,性别,聊天内容,时间戳,标准时间,商品,类别,是否讲故事
妮***,2,合作一下欧美达的小蒸锅吧[呲牙],1679538624,2145/12/3 10:30,卤味,食品,0
矮***,2,常温保存就可以  不辣不辣,1679538625,2145/12/3 10:30,卤味,食品,0
青***,2,好想吃,1679538627,2145/12/3 10:30,卤味,食品,0
山***,1,今天还有昨天卖的枕头吗？,1679538629,2145/12/3 10:30,卤味,食品,0
C***,0,牛筋好咬么？,1679538631,2145/12/3 10:30,卤味,食品,0
张***,0,蓝莓有吗？,1679538636,2145/12/3 10:30,卤味,食品,0
爽***,2,东东棒棒的,1679538637,2145/12/3 10:30,卤味,食品,0
@***,2,每天进来都是各种炫，我们该怎样掉肉肉[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679538638,2145/12/3 10:30,卤味,食品,0
六***,1,香喷喷好吃看得见,1679538638,2145/12/3 10:30,卤味,食品,0
四***,2,怎么加工呢,1679538642,2145/12/3 10:30,卤味,食品,0
六***,1,奥利给,1679538645,2145/12/3 10:30,卤味,食品,0
咖***,2,5号改价了嘛,1679538646,2145/12/3 10:30,卤味,食品,0
风***,2,上午好,1679538646,2145/12/3 10:30,卤味,食品,0
水***,0,我要回家做饭去了，看的都饿了,1679538646,2145/12/3 10:30,卤味,食品,0
@***,2,每天进来都是各种炫，我们该怎样掉肉肉[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679538648,2145/12/3 10:30,卤味,食品,0
荳***,2,看起来好好吃呀,1679538649,2145/12/3 10:30,卤味,食品,0
四***,2,拿回来怎么做呢,1679538651,2145/12/3 10:30,紫菜,果蔬,0
用***,0,一盒两袋吗,1679538651,2145/12/3 10:30,紫菜,果蔬,0
矮***,2,@咖*** 都开价啦,1679538657,2145/12/3 10:30,紫菜,果蔬,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679538661,2145/12/3 10:31,紫菜,果蔬,0
淘***,2,看过去好好吃,1679538661,2145/12/3 10:31,紫菜,果蔬,0
六***,1,虾饼,1679538667,2145/12/3 10:31,紫菜,果蔬,0
@***,2,@咖*** 都是改好价的,1679538667,2145/12/3 10:31,紫菜,果蔬,0
东***,0,小黄车均己开价，有喜欢的品可以直接拍，想要了解更多的可以看下详情页或回放哦，具体咨询链接左下角客服哈,1679538668,2145/12/3 10:31,紫菜,果蔬,0
没***,2,辣不辣？,1679538670,2145/12/3 10:31,紫菜,果蔬,0
@***,2,每天进来都是各种炫，我们该怎样掉肉肉[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679538673,2145/12/3 10:31,紫菜,果蔬,0
花***,0,枇杷可以看下吗枇杷可以看下吗枇杷可以看下吗,1679538674,2145/12/3 10:31,紫菜,果蔬,0
心***,2,裤子洗出来了吗,1679538675,2145/12/3 10:31,紫菜,果蔬,0
心***,0,枇杷开价了吗,1679538675,2145/12/3 10:31,紫菜,果蔬,0
矮***,2,小黄车商品都开价啦！！,1679538675,2145/12/3 10:31,紫菜,果蔬,0
H***,0,什么玩意,1679538676,2145/12/3 10:31,紫菜,果蔬,0
用***,0,一袋多少克,1679538678,2145/12/3 10:31,紫菜,果蔬,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538678,2145/12/3 10:31,紫菜,果蔬,0
矮***,2,小黄车商品都开价啦！！,1679538679,2145/12/3 10:31,紫菜,果蔬,0
花***,0,枇杷可以看下吗枇杷可以看下吗枇杷可以看下吗,1679538681,2145/12/3 10:31,紫菜,果蔬,0
用***,0,拍了枇杷,1679538684,2145/12/3 10:31,紫菜,果蔬,0
後***,2,应该不太辣的,1679538684,2145/12/3 10:31,紫菜,果蔬,0
花***,0,枇杷可以看下吗枇杷可以看下吗枇杷可以看下吗,1679538685,2145/12/3 10:31,紫菜,果蔬,0
东***,0,@花*** 主播按顺序讲解噢，大家不要着急耐心等待哈，可以先看下详情页或讲解回放呢，跟紧直播节奏哦,1679538685,2145/12/3 10:31,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538687,2145/12/3 10:31,紫菜,果蔬,0
沐***,2,咖啡呢？,1679538688,2145/12/3 10:31,紫菜,果蔬,0
花***,0,枇杷可以看下吗枇杷可以看下吗枇杷可以看下吗,1679538689,2145/12/3 10:31,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538691,2145/12/3 10:31,紫菜,果蔬,0
花***,0,购过，还没吃的！,1679538692,2145/12/3 10:31,紫菜,果蔬,0
漠***,2,擦擦嘴[捂脸],1679538694,2145/12/3 10:31,紫菜,果蔬,0
花***,0,枇杷可以看下吗枇杷可以看下吗枇杷可以看下吗,1679538694,2145/12/3 10:31,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538697,2145/12/3 10:31,紫菜,果蔬,0
恩***,2,有风干牛肉么,1679538698,2145/12/3 10:31,紫菜,果蔬,0
东***,0,@指*** 主播按顺序讲解噢，大家不要着急耐心等待哈，可以先看下详情页或讲解回放呢，跟紧直播节奏哦,1679538698,2145/12/3 10:31,紫菜,果蔬,0
花***,0,枇杷可以看下吗枇杷可以看下吗枇杷可以看下吗,1679538700,2145/12/3 10:31,紫菜,果蔬,0
方***,2,有番薯干么,1679538701,2145/12/3 10:31,紫菜,果蔬,0
东***,0,讲过的商品哦，大家可以看下讲解回放自助下单哦，想要了解更多的可以看下详情页，具体咨询链接左下角客服哈,1679538709,2145/12/3 10:31,紫菜,果蔬,0
矮***,2,小黄车里商品都已经开价了！朋友们按需购买！自主下单！主播冬冬有讲品顺序哦！！[比心][比心],1679538710,2145/12/3 10:31,紫菜,果蔬,0
简***,2,早上好,1679538713,2145/12/3 10:31,紫菜,果蔬,0
矮***,2,小黄车里商品都已经开价了！朋友们按需购买！自主下单！主播冬冬有讲品顺序哦！！[比心][比心],1679538714,2145/12/3 10:31,紫菜,果蔬,0
快***,2,冬冬蹲冬冬蹲，冬冬蹲完顿顿蹲,1679538715,2145/12/3 10:31,紫菜,果蔬,0
L***,2,.,1679538720,2145/12/3 10:32,紫菜,果蔬,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538720,2145/12/3 10:32,紫菜,果蔬,0
六***,1,蜜薯挺好吃的,1679538722,2145/12/3 10:32,紫菜,果蔬,0
锐***,2,上啥买啥 钱包捂不住啦[捂脸],1679538738,2145/12/3 10:32,紫菜,果蔬,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538742,2145/12/3 10:32,紫菜,果蔬,0
漠***,2,擦擦嘴[捂脸]主播,1679538745,2145/12/3 10:32,紫菜,果蔬,0
矮***,2,小黄车里商品都已经开价了！朋友们按需购买！自主下单！主播冬冬有讲品顺序哦！！[比心][比心],1679538745,2145/12/3 10:32,紫菜,果蔬,0
?***,0,冬冬今天去吗,1679538747,2145/12/3 10:32,紫菜,果蔬,0
宁***,2,支持支持支持支持支持,1679538749,2145/12/3 10:32,紫菜,果蔬,0
漠***,2,哈哈[捂脸],1679538762,2145/12/3 10:32,紫菜,果蔬,0
橘***,2,[一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油],1679538764,2145/12/3 10:32,紫菜,果蔬,0
宁***,2,这紫菜烧汤好吃,1679538765,2145/12/3 10:32,紫菜,果蔬,0
东***,0,小黄车均己开价，有喜欢的品可以直接拍，想要了解更多的可以看下详情页或回放哦，具体咨询链接左下角客服哈,1679538767,2145/12/3 10:32,紫菜,果蔬,0
S***,0,最近怎么没卖书啊,1679538767,2145/12/3 10:32,紫菜,果蔬,0
雨***,2,冬冬几点飞机啊,1679538767,2145/12/3 10:32,紫菜,果蔬,0
?***,0,冬冬今天去吗,1679538768,2145/12/3 10:32,紫菜,果蔬,0
我***,2,[比心][比心][比心],1679538768,2145/12/3 10:32,紫菜,果蔬,0
沐***,2,找不到咖啡,1679538772,2145/12/3 10:32,紫菜,果蔬,0
宁***,2,优惠好实惠呀,1679538772,2145/12/3 10:32,紫菜,果蔬,0
爱***,0,紫菜汤很好喝，但是我懒,1679538773,2145/12/3 10:32,紫菜,果蔬,0
北***,2,咱们都是自己人 不介意,1679538775,2145/12/3 10:32,紫菜,果蔬,0
憨***,0,不能微信支付吗,1679538775,2145/12/3 10:32,紫菜,果蔬,0
兔***,0,这个包装有点过分,1679538776,2145/12/3 10:32,紫菜,果蔬,0
适***,2,猪蹄,1679538782,2145/12/3 10:33,紫菜,果蔬,0
t***,2,东东是哪里人,1679538786,2145/12/3 10:33,紫菜,果蔬,0
微***,0,@宁*** 支持支持支持,1679538796,2145/12/3 10:33,紫菜,果蔬,0
新***,0,交老铁交老铁交老铁交老铁,1679538797,2145/12/3 10:33,紫菜,果蔬,0
木***,0,洗发水在哪,1679538798,2145/12/3 10:33,紫菜,果蔬,0
r***,2,冬冬[一起加油][一起加油][一起加油][一起加油][一起加油][一起加油],1679538798,2145/12/3 10:33,紫菜,果蔬,0
东***,0,@憨*** 更多支付方式里面有的,1679538799,2145/12/3 10:33,紫菜,果蔬,0
啧***,2,葛根粉还有吗,1679538800,2145/12/3 10:33,紫菜,果蔬,0
0***,0,[比心],1679538803,2145/12/3 10:33,紫菜,果蔬,0
布***,2,我儿子也叫东东，四岁啦,1679538804,2145/12/3 10:33,紫菜,果蔬,0
??***,0,立体地图还有吗,1679538805,2145/12/3 10:33,紫菜,果蔬,0
好***,2,莆田桂圆干还有么,1679538810,2145/12/3 10:33,紫菜,果蔬,0
??***,0,立体地图还有吗,1679538809,2145/12/3 10:33,紫菜,果蔬,0
I***,2,今天有柠檬凤爪吗,1679538811,2145/12/3 10:33,紫菜,果蔬,0
闲***,2,保质期是多久,1679538812,2145/12/3 10:33,紫菜,果蔬,0
晴***,2,买买买,1679538813,2145/12/3 10:33,紫菜,果蔬,0
??***,0,立体地图还有吗,1679538814,2145/12/3 10:33,紫菜,果蔬,0
木***,0,可爱冬,1679538817,2145/12/3 10:33,紫菜,果蔬,0
木***,0,洗发水有吗,1679538818,2145/12/3 10:33,紫菜,果蔬,0
??***,0,什么时候再上一次空气炸锅,1679538819,2145/12/3 10:33,紫菜,果蔬,0
影***,1,就是那女的,1679538821,2145/12/3 10:33,紫菜,果蔬,0
??***,0,立体地图还有吗,1679538821,2145/12/3 10:33,紫菜,果蔬,0
方***,2,红薯干有么,1679538822,2145/12/3 10:33,紫菜,果蔬,0
??***,0,什么时候再上一次空气炸锅,1679538823,2145/12/3 10:33,紫菜,果蔬,0
闲***,2,保质期是多久,1679538825,2145/12/3 10:33,紫菜,果蔬,0
影***,1,开始看什么,1679538825,2145/12/3 10:33,紫菜,果蔬,0
随***,0,正说下班要买紫菜呢,1679538826,2145/12/3 10:33,紫菜,果蔬,0
安***,0,多少克？,1679538827,2145/12/3 10:33,紫菜,果蔬,0
??***,0,什么时候再上一次空气炸锅,1679538828,2145/12/3 10:33,紫菜,果蔬,0
指***,2,保质期多久？,1679538829,2145/12/3 10:33,紫菜,果蔬,0
秀***,2,好吃,1679538831,2145/12/3 10:33,紫菜,果蔬,0
??***,0,立体地图还有吗,1679538833,2145/12/3 10:33,紫菜,果蔬,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679538837,2145/12/3 10:33,紫菜,果蔬,0
安***,0,多少克？,1679538837,2145/12/3 10:33,紫菜,果蔬,0
闲***,2,保质期是多久,1679538838,2145/12/3 10:33,紫菜,果蔬,0
聪***,2,紫菜汤好喝,1679538840,2145/12/3 10:34,紫菜,果蔬,0
不***,2,昨天加芝麻炒了一下好吃着呢,1679538842,2145/12/3 10:34,紫菜,果蔬,0
z***,0,五号有没有优惠,1679538843,2145/12/3 10:34,紫菜,果蔬,0
?***,2,什么时候再上耳机,1679538843,2145/12/3 10:34,紫菜,果蔬,0
??***,0,什么时候能再上一次空气炸锅？,1679538845,2145/12/3 10:34,紫菜,果蔬,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538847,2145/12/3 10:34,紫菜,果蔬,0
安***,0,多少克？,1679538847,2145/12/3 10:34,紫菜,果蔬,0
??***,0,立体地图还有吗,1679538848,2145/12/3 10:34,紫菜,果蔬,0
爱***,0,拍了,1679538859,2145/12/3 10:34,紫菜,果蔬,0
梦***,2,[赞][赞][赞][赞][赞][赞],1679538863,2145/12/3 10:34,紫菜,果蔬,0
东***,0,@?*** 今天暂时没有库存了，众多商品不定时返场补货哦，多多关注直播间哈~,1679538863,2145/12/3 10:34,紫菜,果蔬,0
橘***,2,什么时候上纽仕兰牛奶呀,1679538864,2145/12/3 10:34,紫菜,果蔬,0
淡***,2,上午好,1679538866,2145/12/3 10:34,紫菜,果蔬,0
鱼***,2,奶茶粉啥时候讲,1679538867,2145/12/3 10:34,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538868,2145/12/3 10:34,紫菜,果蔬,0
淘***,2,多少克,1679538869,2145/12/3 10:34,紫菜,果蔬,0
看***,2,有牛肉馅吗？,1679538872,2145/12/3 10:34,紫菜,果蔬,0
东***,0,@?*** 讲过的商品哦，大家可以看下讲解回放自助下单哦，想要了解更多的可以看下详情页，具体咨询链接左,1679538873,2145/12/3 10:34,紫菜,果蔬,0
l***,2,烤肠直接拍就行对吧[舔屏],1679538876,2145/12/3 10:34,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538881,2145/12/3 10:34,紫菜,果蔬,0
山***,1,上午好,1679538882,2145/12/3 10:34,紫菜,果蔬,0
??***,2,已拍,1679538883,2145/12/3 10:34,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538889,2145/12/3 10:34,紫菜,果蔬,0
L***,0,冬冬可是越来越帅了,1679538891,2145/12/3 10:34,紫菜,果蔬,0
指***,2,25号地瓜推荐小果还是中果？能不能直播间里有没有实物看下？,1679538895,2145/12/3 10:34,紫菜,果蔬,0
美***,2,已拍,1679538899,2145/12/3 10:34,紫菜,果蔬,0
?***,2,小兴安岭烤肠还上吗,1679538901,2145/12/3 10:35,坚果礼盒,食品,0
东***,0,@指*** 主播按顺序讲解噢，大家不要着急耐心等待哈，可以先看下详情页或讲解回放呢，跟紧直播节奏哦,1679538902,2145/12/3 10:35,坚果礼盒,食品,0
小***,2,上午好主播,1679538904,2145/12/3 10:35,坚果礼盒,食品,0
小***,0,拍拍拍了,1679538906,2145/12/3 10:35,坚果礼盒,食品,0
X***,2,@指*** 烤着吃就小果,1679538913,2145/12/3 10:35,坚果礼盒,食品,0
微***,2,已购买,1679538916,2145/12/3 10:35,坚果礼盒,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538918,2145/12/3 10:35,坚果礼盒,食品,0
奋***,1,你们品质到底有没有保障？,1679538923,2145/12/3 10:35,坚果礼盒,食品,0
微***,2,[赞][赞][赞][赞][赞],1679538928,2145/12/3 10:35,坚果礼盒,食品,0
…***,2,我正在吃东方甄选的鸡蛋[赞],1679538932,2145/12/3 10:35,坚果礼盒,食品,0
释***,2,[赞][赞],1679538945,2145/12/3 10:35,坚果礼盒,食品,0
贪***,2,烧卖没有了吗,1679538948,2145/12/3 10:35,坚果礼盒,食品,0
??***,1,每天一包,1679538952,2145/12/3 10:35,坚果礼盒,食品,0
D***,0,@奋*** 当然了！你几个意思啊？,1679538960,2145/12/3 10:36,坚果礼盒,食品,0
。***,2,顿顿还有班啊，期待顿顿的表情[捂脸][捂脸][捂脸],1679538963,2145/12/3 10:36,坚果礼盒,食品,0
月***,2,我的整个生活都被东方甄选承包了,1679538964,2145/12/3 10:36,坚果礼盒,食品,0
千***,0,我等纯享版等得花都谢了,1679538966,2145/12/3 10:36,坚果礼盒,食品,0
东***,0,@奋*** 东方甄选，购物无忧哦~,1679538972,2145/12/3 10:36,坚果礼盒,食品,0
我***,0,举手,1679538972,2145/12/3 10:36,坚果礼盒,食品,0
小***,2,今天没上血橙吗,1679538974,2145/12/3 10:36,坚果礼盒,食品,0
.***,0,~,1679538980,2145/12/3 10:36,坚果礼盒,食品,0
豫***,1,蔓越莓,1679538983,2145/12/3 10:36,坚果礼盒,食品,0
贪***,2,烧卖,1679538990,2145/12/3 10:36,坚果礼盒,食品,0
微***,2,现在怎么都没有枸杞了啊,1679538991,2145/12/3 10:36,坚果礼盒,食品,0
我***,0,55号链接栗子一包里面大概有多少粒？,1679538995,2145/12/3 10:36,坚果礼盒,食品,0
我***,0,蔓越莓,1679538999,2145/12/3 10:36,坚果礼盒,食品,0
菲***,1,棉煮荞麦面还有没有,1679538999,2145/12/3 10:36,坚果礼盒,食品,0
淘***,2,每天吃一包吗,1679539000,2145/12/3 10:36,坚果礼盒,食品,0
东***,0,@微*** 今天暂时没有库存了，众多商品不定时返场补货哦，多多关注直播间哈~,1679539006,2145/12/3 10:36,坚果礼盒,食品,0
喝***,2,西洋参还有不,1679539008,2145/12/3 10:36,坚果礼盒,食品,0
木***,0,每天一包，正合适,1679539011,2145/12/3 10:36,坚果礼盒,食品,0
小***,2,券为啥用不了,1679539012,2145/12/3 10:36,坚果礼盒,食品,0
喝***,2,西洋参,1679539016,2145/12/3 10:36,坚果礼盒,食品,0
小***,2,每天一包吗,1679539016,2145/12/3 10:36,坚果礼盒,食品,0
东***,0,@我*** 产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679539019,2145/12/3 10:36,坚果礼盒,食品,0
崔***,0,今天有圣农鸡翅吗,1679539022,2145/12/3 10:37,坚果礼盒,食品,0
菲***,1,免煮荞麦面还有吗,1679539022,2145/12/3 10:37,坚果礼盒,食品,0
简***,2,很好吃,1679539023,2145/12/3 10:37,坚果礼盒,食品,0
??***,1,@微*** 枸杞新货还没有上市,1679539026,2145/12/3 10:37,坚果礼盒,食品,0
东***,0,大家可以点击主播头上的会员好礼加入会员，可领取优惠券并查看积分兑换好礼，在购买自营品时可以使用哦,1679539027,2145/12/3 10:37,坚果礼盒,食品,0
水***,0,冬冬[赞][赞][赞][赞][赞][赞][赞],1679539029,2145/12/3 10:37,坚果礼盒,食品,0
可***,0,坚果无数次复购啦,1679539029,2145/12/3 10:37,坚果礼盒,食品,0
小***,2,冰虾有吗,1679539034,2145/12/3 10:37,坚果礼盒,食品,0
木***,0,已买,1679539036,2145/12/3 10:37,坚果礼盒,食品,0
微***,0,上午好,1679539041,2145/12/3 10:37,坚果礼盒,食品,0
??***,0,@微*** 去自营号买枸杞，我刚买了,1679539041,2145/12/3 10:37,坚果礼盒,食品,0
过***,0,青团有没有？,1679539044,2145/12/3 10:37,坚果礼盒,食品,0
我***,0,有,1679539050,2145/12/3 10:37,坚果礼盒,食品,0
小***,0,有,1679539051,2145/12/3 10:37,坚果礼盒,食品,0
千***,0,要纯享版的,1679539051,2145/12/3 10:37,坚果礼盒,食品,0
菲***,1,免煮荞麦面还有不,1679539053,2145/12/3 10:37,坚果礼盒,食品,0
愿***,2,上午好,1679539053,2145/12/3 10:37,坚果礼盒,食品,0
柠***,2,[捂脸][捂脸][捂脸],1679539054,2145/12/3 10:37,坚果礼盒,食品,0
白***,0,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],1679539056,2145/12/3 10:37,坚果礼盒,食品,0
沁***,2,券呢？,1679539056,2145/12/3 10:37,坚果礼盒,食品,0
O***,0,没有纯坚果的了么,1679539059,2145/12/3 10:37,坚果礼盒,食品,0
不***,2,4号链接都开价了吧？,1679539060,2145/12/3 10:37,坚果礼盒,食品,0
淡***,1,剃须刀怎么没有了？,1679539061,2145/12/3 10:37,坚果礼盒,食品,0
我***,0,哈哈,1679539062,2145/12/3 10:37,坚果礼盒,食品,0
任***,0,孕妇吃适合吗，里边有扁桃仁耶,1679539064,2145/12/3 10:37,坚果礼盒,食品,0
过***,0,青团有没有？,1679539064,2145/12/3 10:37,坚果礼盒,食品,0
@***,2,[捂脸][捂脸][捂脸],1679539065,2145/12/3 10:37,坚果礼盒,食品,0
李***,1,[赞],1679539067,2145/12/3 10:37,坚果礼盒,食品,0
风***,2,前几天拍了准备到了,1679539070,2145/12/3 10:37,坚果礼盒,食品,0
东***,0,大家可以点击主播头上的会员好礼加入会员，可领取优惠券并查看积分兑换好礼，在购买自营品时可以使用哦,1679539072,2145/12/3 10:37,坚果礼盒,食品,0
??***,1,意面券用不了吗,1679539073,2145/12/3 10:37,坚果礼盒,食品,0
水***,0,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],1679539078,2145/12/3 10:37,坚果礼盒,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679539080,2145/12/3 10:38,坚果礼盒,食品,0
